istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,phase,total_n_valid_data_points,ID,TIC,qcs,mission,tstamp,lc_n,w,mask_pos_outliers_sigma,real,note
,,,,,,,,,,-1.0,93862,V1298 Tau,15756231,44,TESS,2022_07_30,2,359,2.5,-1.0,
66775.0,66786.0,5464190.0,5464201.0,2492.3167453509,2492.31929184189,1.93384972283023,0.143712331123352,0.011265621172211,0.002546490983605,0.32250433974390896,93654,V1298 Tau,15756231,43,TESS,2022_07_30,1,359,2.5,1.0,
565.0,576.0,289014.0,289025.0,1628.86928279587,1628.88456087961,22.391742628729602,1.7976431591781699,0.026138775688965,0.015278083739759,0.9487814898088779,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
587.0,596.0,289042.0,289051.0,1628.9081724631,1628.92067271297,24.7699973422838,1.30825886881282,0.032637255800227,0.012500249866662,0.9666164065974808,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
677.0,961.0,289134.0,289428.0,1629.03595279005,1629.44429418496,784.013477207744,3.19027198913379,0.043113460944727997,0.40834139490925697,0.025216843691159,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
965.0,968.0,289432.0,289435.0,1629.4498498494504,1629.4540165976998,6.873312948195619,0.8817569474935619,0.022581914084379,0.004166748246917,0.21503126325709,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
973.0,976.0,289440.0,289443.0,1629.46096117796,1629.4651279262,5.489118074944692,0.8966383643366641,0.017299415875031005,0.004166748248507999,0.220126951479732,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
1018.0,1027.0,289487.0,289498.0,1629.5262402309,1629.54151830672,21.6294220039671,2.12144484180356,0.022981292584852004,0.015278075823061999,0.2500641188554489,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
1083.0,1088.0,289557.0,289562.0,1629.62346434566,1629.63040892499,7.77880097272538,1.0586728610624698,0.016502030984531,0.0069445793265,0.29465138637474997,16008,K2-237,16288184,12,TESS,2022_07_30,2,61,2.5,0.0,
76323.0,76326.0,4980949.0,4980952.0,2380.45760680539,2380.45830123927,8.660869281450982,0.539962177787289,0.172452979649401,0.0006944338838370001,0.6294170146090889,114876,K2-237,16288184,39,TESS,2022_07_30,1,361,2.5,0.0,
76725.0,76728.0,4981351.0,4981354.0,2380.550660977469,2380.55135541135,5.07116675350889,0.54293133192884,0.11185005390544901,0.0006944338838370001,0.67209193403855,114876,K2-237,16288184,39,TESS,2022_07_30,1,361,2.5,0.0,
84328.0,84331.0,4988973.0,4988977.0,2382.31498501298,2382.3159109231196,4.91403012911553,0.7824795298592809,0.07752835491094501,0.0009259101361749999,0.4812161718791741,114876,K2-237,16288184,39,TESS,2022_07_30,1,361,2.5,0.0,
84495.0,84498.0,4989143.0,4989146.0,2382.3543362085,2382.35503064145,7.56469229163058,0.491864106592432,0.2315275872313781,0.0006944329525139999,0.49926274690544004,114876,K2-237,16288184,39,TESS,2022_07_30,1,361,2.5,0.0,
102654.0,102657.0,5007346.0,5007349.0,2386.5679142215804,2386.5686086512696,4.2346811144456495,0.5418535457699211,0.078154506814494,0.000694429692885,0.431622126351965,114876,K2-237,16288184,39,TESS,2022_07_30,1,361,2.5,0.0,
104985.0,104988.0,5009678.0,5009681.0,2387.10771760868,2387.1084120383803,3.83894139785776,0.569076472705455,0.07059243788638299,0.000694429692885,0.679177561397994,114876,K2-237,16288184,39,TESS,2022_07_30,1,361,2.5,0.0,
,,,,,,,,,,-1.0,18322,KELT-9,16740101,41,TESS,2022_07_30,3,59,2.5,-1.0,
4635.0,4642.0,332970.0,332977.0,1689.91654469803,1689.92626713381,0.7280418731285541,0.077215337456117,0.00112458121073,0.009722435774165001,0.371383411220479,13981,KELT-9,16740101,14,TESS,2022_07_30,1,59,2.5,0.0,
4648.0,4661.0,332983.0,332998.0,1689.93460065032,1689.9554344413598,1.3265347074096001,0.08803597613921303,0.0012478820849409998,0.020833791045333998,0.383574124746285,13981,KELT-9,16740101,14,TESS,2022_07_30,1,59,2.5,0.0,
4665.0,4690.0,333002.0,333028.0,1689.96099011912,1689.99710202322,2.2847183109836404,0.11525352279925899,0.001254126372667,0.036111904104701005,0.40139132148659495,13981,KELT-9,16740101,14,TESS,2022_07_30,1,59,2.5,0.0,
4708.0,4712.0,333046.0,333050.0,1690.0221025718201,1690.02765824934,0.390769576654291,0.052074565419328,0.000997554575954,0.005555677519624,0.4426521972380661,13981,KELT-9,16740101,14,TESS,2022_07_30,1,59,2.5,0.0,
4729.0,4734.0,333067.0,333072.0,1690.05126987845,1690.0582144752302,0.66886778860259,0.06454343224768,0.001303834590684,0.006944596782431999,0.462344887702068,13981,KELT-9,16740101,14,TESS,2022_07_30,1,59,2.5,0.0,
4743.0,5253.0,333081.0,333591.0,1690.07071474953,1690.7790635379401,160.111547304609,1.39802690490654,0.005725983734039999,0.708348788413787,0.475473348011197,13981,KELT-9,16740101,14,TESS,2022_07_30,1,59,2.5,0.0,
6616.0,6837.0,358222.0,358459.0,1724.98903409821,1725.3181970583898,58.26335923054971,0.21514429334594493,0.004419138675026,0.329162960174472,0.051035648308394,13488,KELT-9,16740101,15,TESS,2022_07_30,2,61,2.5,0.0,
,,,,,,,,,,-1.0,93611,K2-155,17307715,43,TESS,2022_07_30,1,359,2.5,-1.0,
,,,,,,,,,,-1.0,95828,K2-155,17307715,44,TESS,2022_07_30,2,359,2.5,-1.0,
,,,,,,,,,,-1.0,15576,K2-87,17409453,43,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15962,K2-87,17409453,44,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,101297,HAT-P-50,17746821,34,TESS,2022_07_30,1,361,2.5,-1.0,
,,,,,,,,,,-1.0,15220,HAT-P-50,17746821,44,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,15428,HAT-P-50,17746821,45,TESS,2022_07_30,4,59,2.5,-1.0,
,,,,,,,,,,-1.0,16320,HAT-P-50,17746821,46,TESS,2022_07_30,5,59,2.5,-1.0,
5593.0,5649.0,195838.0,195894.0,1499.45825591095,1499.5360339077802,114.545136071385,1.00749417126792,0.028893175185912997,0.077777996827535,0.015565772306717,16334,HAT-P-50,17746821,7,TESS,2022_07_30,2,61,2.5,0.0,
,,,,,,,,,,-1.0,16533,HAT-P-21,17993892,22,TESS,2022_07_30,1,61,2.5,-1.0,
,,,,,,,,,,-1.0,15294,HAT-P-21,17993892,48,TESS,2022_07_30,2,61,2.5,-1.0,
60701.0,60704.0,5568237.0,5568240.0,2516.40288841853,2516.40358290179,2.29477484200397,0.07326512008834403,0.068571374692965,0.0006944832539380003,0.12277474211859599,95351,K2-136,18310799,44,TESS,2022_07_30,1,359,2.5,0.0,
77093.0,77096.0,5584682.0,5584685.0,2520.20979668638,2520.21049116358,3.6898700484022795,0.052013456930337015,0.16412535000052805,0.000694477199886,0.60011253336793,95351,K2-136,18310799,44,TESS,2022_07_30,1,359,2.5,0.0,
,,,,,,,,,,-1.0,91240,GJ 3470,19028197,44,TESS,2022_07_30,1,359,2.5,-1.0,
,,,,,,,,,,-1.0,92949,GJ 3470,19028197,45,TESS,2022_07_30,2,359,2.5,-1.0,
,,,,,,,,,,-1.0,96949,GJ 3470,19028197,46,TESS,2022_07_30,3,359,2.5,-1.0,
,,,,,,,,,,-1.0,82132,HATS-52,19684256,35,TESS,2022_07_30,1,361,2.5,-1.0,
,,,,,,,,,,-1.0,16612,HAT-P-13,20096620,47,TESS,2022_07_30,1,61,2.5,-1.0,
,,,,,,,,,,-1.0,15505,K2-337,20484888,45,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,16548,K2-337,20484888,46,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,15510,HD 72490,20537900,44,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15523,HD 72490,20537900,45,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,16651,HD 72490,20537900,46,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,95017,HATS-58 A,21113347,37,TESS,2022_07_30,1,361,2.5,-1.0,
,,,,,,,,,,-1.0,15269,K2-184,21244210,44,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,16235,K2-184,21244210,45,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,16472,K2-184,21244210,46,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,15284,K2-335,21247758,44,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15523,K2-335,21247758,45,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,16473,K2-335,21247758,46,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,15283,K2-263,21276520,44,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,16234,K2-263,21276520,45,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,16487,K2-263,21276520,46,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,15270,K2-269,21339280,44,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,16217,K2-269,21339280,45,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,16642,K2-269,21339280,46,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,11628,HAT-P-18,21744120,25,TESS,2022_07_30,1,61,2.5,-1.0,
,,,,,,,,,,-1.0,16942,HAT-P-18,21744120,26,TESS,2022_07_30,2,61,2.5,-1.0,
,,,,,,,,,,-1.0,16005,HD 86226,22221375,9,TESS,2022_07_30,1,61,2.5,-1.0,
,,,,,,,,,,-1.0,13689,HD 86226,22221375,35,TESS,2022_07_30,2,61,2.5,-1.0,
,,,,,,,,,,-1.0,102056,WASP-121,22529346,34,TESS,2022_07_30,2,361,2.5,-1.0,
8234.0,8379.0,199687.0,199832.0,1504.8012185297,1505.0026077323498,107.234743521453,0.3515015509197801,0.011586873419763001,0.201389202647988,0.041811061713039,16339,WASP-121,22529346,7,TESS,2022_07_30,3,61,2.5,0.0,
52467.0,52470.0,4268166.0,4268169.0,2215.45852797935,2215.45922243699,0.607402110970305,0.077088455058115,0.013719234999466,0.000694457638019,0.45286438108897,104771,WASP-121,22529346,33,TESS,2022_07_30,1,361,2.5,0.0,
84009.0,84012.0,4299751.0,4299754.0,2222.7699695701,2222.77066402052,2.34863666376611,0.066593906634046,0.06774327447842,0.000694450421634,0.187665535160113,104771,WASP-121,22529346,33,TESS,2022_07_30,1,361,2.5,0.0,
,,,,,,,,,,-1.0,99839,WASP-126,25155310,30,TESS,2022_07_30,1,361,2.5,-1.0,
,,,,,,,,,,-1.0,89156,WASP-126,25155310,37,TESS,2022_07_30,5,359,2.5,-1.0,
,,,,,,,,,,-1.0,83613,WASP-126,25155310,28,TESS,2022_07_30,6,361,2.5,-1.0,
,,,,,,,,,,-1.0,100174,WASP-126,25155310,34,TESS,2022_07_30,8,361,2.5,-1.0,
,,,,,,,,,,-1.0,116263,WASP-126,25155310,39,TESS,2022_07_30,9,359,2.5,-1.0,
,,,,,,,,,,-1.0,104270,WASP-126,25155310,32,TESS,2022_07_30,12,361,2.5,-1.0,
,,,,,,,,,,-1.0,18278,WASP-126,25155310,1,TESS,2022_07_30,13,61,2.5,-1.0,
,,,,,,,,,,-1.0,17313,WASP-126,25155310,13,TESS,2022_07_30,14,59,2.5,-1.0,
,,,,,,,,,,-1.0,14605,WASP-126,25155310,12,TESS,2022_07_30,15,59,2.5,-1.0,
,,,,,,,,,,-1.0,14202,WASP-126,25155310,11,TESS,2022_07_30,16,59,2.5,-1.0,
,,,,,,,,,,-1.0,14793,WASP-126,25155310,10,TESS,2022_07_30,17,59,2.5,-1.0,
,,,,,,,,,,-1.0,15503,WASP-126,25155310,9,TESS,2022_07_30,18,59,2.5,-1.0,
,,,,,,,,,,-1.0,12819,WASP-126,25155310,8,TESS,2022_07_30,19,61,2.5,-1.0,
,,,,,,,,,,-1.0,16133,WASP-126,25155310,7,TESS,2022_07_30,20,61,2.5,-1.0,
,,,,,,,,,,-1.0,14436,WASP-126,25155310,6,TESS,2022_07_30,21,61,2.5,-1.0,
,,,,,,,,,,-1.0,16882,WASP-126,25155310,5,TESS,2022_07_30,22,61,2.5,-1.0,
,,,,,,,,,,-1.0,14714,WASP-126,25155310,4,TESS,2022_07_30,23,61,2.5,-1.0,
,,,,,,,,,,-1.0,12792,WASP-126,25155310,3,TESS,2022_07_30,24,61,2.5,-1.0,
,,,,,,,,,,-1.0,18300,WASP-126,25155310,2,TESS,2022_07_30,25,61,2.5,-1.0,
25874.0,25877.0,3519995.0,3519998.0,2042.2689811530704,2042.26967560517,6.52009428880779,0.101783801389348,0.17228863089357402,0.000694452100106,0.330200452091632,90047,WASP-126,25155310,27,TESS,2022_07_30,11,359,2.5,0.0,
38892.0,38895.0,3533057.0,3533060.0,2045.29262382422,2045.2933182755105,6.610079481085,0.08751230143857,0.224088118419077,0.0006944512854260001,0.249567725910518,90047,WASP-126,25155310,27,TESS,2022_07_30,11,359,2.5,0.0,
12156.0,12159.0,3730754.0,3730757.0,2091.05604262245,2091.05673706601,0.711759842160207,0.09538638429418599,0.016253282771469,0.000694443558587,0.16436988905981398,92224,WASP-126,25155310,29,TESS,2022_07_30,2,361,2.5,0.0,
74141.0,74144.0,4046077.0,4046080.0,2164.04666575518,2164.0473601871,1.66033805102184,0.092801447450443,0.034680828038181004,0.000694431918873,0.357862143972646,99573,WASP-126,25155310,31,TESS,2022_07_30,4,361,2.5,0.0,
39462.0,39465.0,4248385.0,4248388.0,2210.87639011264,2210.8770845455397,2.3364681693874196,0.096942834838262,0.057480877340547985,0.000694432900218,0.596884640563104,104771,WASP-126,25155310,33,TESS,2022_07_30,10,361,2.5,0.0,
29131.0,29134.0,4586315.0,4586318.0,2289.10049127924,2289.1011857270396,6.782529472123951,0.0855222628599,0.179474895399013,0.0006944478000149999,0.381665601146384,90826,WASP-126,25155310,36,TESS,2022_07_30,7,359,2.5,0.0,
38133.0,38136.0,4595317.0,4595320.0,2291.18429797523,2291.18499242333,1.30018236057602,0.09621145258324601,0.030616988443061002,0.000694448092418,0.015266819816581003,90826,WASP-126,25155310,36,TESS,2022_07_30,7,359,2.5,0.0,
10721.0,10724.0,4797811.0,4797814.0,2338.0584757045103,2338.05917015991,3.1109805640232997,0.08279222162278001,0.108352198632624,0.000694455397479,0.267805786342619,93623,WASP-126,25155310,38,TESS,2022_07_30,3,359,2.5,1.0,
,,,,,,,,,,-1.0,13149,K2-86,25958378,42,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15543,K2-86,25958378,43,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,12472,K2-30,26017005,42,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15544,K2-30,26017005,43,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,15668,K2-30,26017005,44,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,12320,K2-178,26078330,42,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15527,K2-178,26078330,43,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,15668,K2-178,26078330,44,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,12203,BD+20 594,26123781,42,TESS,2022_07_30,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,15556,BD+20 594,26123781,43,TESS,2022_07_30,2,59,2.5,-1.0,
,,,,,,,,,,-1.0,15666,BD+20 594,26123781,44,TESS,2022_07_30,3,59,2.5,-1.0,
,,,,,,,,,,-1.0,44059,Kepler-808,26417717,10,Kepler,2022_07_31,2,123,2.5,-1.0,
6690.0,6702.0,1166632.0,1166644.0,911.400669715659,911.408843423342,2.6775839326399105,0.22828986335294105,0.0052867006721100005,0.008173707683454,0.453822563869839,43978,Kepler-808,26417717,10,Kepler,2022_07_31,2,123,2.5,1.0,
28639.0,28644.0,1188673.0,1188678.0,926.413573313432,926.416979077927,1.05033067317848,0.12703920751963002,0.004465505878305001,0.003405764495255,0.233537951135203,43978,Kepler-808,26417717,10,Kepler,2022_07_31,2,123,2.5,1.0,
19.0,26.0,1205399.0,1205406.0,937.8061723379939,937.8109403008568,1.70254097357792,0.161189058064385,0.005714673930248,0.004767962862388,0.27886546296398,45006,Kepler-808,26417717,10,Kepler,2022_07_31,2,123,2.5,0.0,
13829.0,13833.0,1312382.0,1312386.0,1010.6739206224601,1010.67664515074,0.7411523029834659,0.107288078009235,0.004189605874094,0.002724528283579,0.6978651142016409,45183,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
13864.0,13873.0,1312417.0,1312426.0,1010.6977591945099,1010.7038891329305,2.32492637038467,0.168655928942853,0.007162232393981998,0.006129938417871,0.7356242628518209,45183,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
14015.0,14203.0,1312568.0,1312756.0,1010.8006056822701,1010.92865289877,70.1474424279464,0.7308202831842141,0.013213002158133001,0.12804721650172698,0.898528140278603,45183,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
8448.0,8461.0,1353716.0,1353729.0,1038.82645684273,1038.83531103005,7.1406324610489404,0.205848406504023,0.021116710338735998,0.008854187311954,0.290124991703182,43543,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
21994.0,21997.0,1416425.0,1416428.0,1081.53725877009,1081.53930200206,1.002435596415,0.105469866181752,0.007981516081481,0.002043231965217,0.941975759936843,46311,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,0.0,
22963.0,22980.0,1417408.0,1417425.0,1082.20677763962,1082.21835625633,17.936477334882603,0.207519706241727,0.065458458186597,0.011578616707993001,0.002461365545827,46311,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
28102.0,28122.0,1422561.0,1422581.0,1085.71647543577,1085.73009749979,15.040123199170699,0.23005175456822705,0.027444544990492998,0.013622064019728,0.56165343950047,46311,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
40152.0,40157.0,1434785.0,1434790.0,1094.04223448311,1094.04564008468,1.99508799911614,0.11047509114446301,0.013028614369889998,0.003405601572013,0.7492543082612109,46311,Kepler-808,26417717,11,Kepler,2022_07_31,3,123,2.5,1.0,
,,,,,,,,,,-1.0,17261,Kepler-1826,26749051,40,TESS,2022_07_31,1,59,2.5,-1.0,
,,,,,,,,,,-1.0,43978,Kepler-110,26751563,10,Kepler,2022_07_31,2,123,2.5,-1.0,
,,,,,,,,,,-1.0,45006,Kepler-110,26751563,10,Kepler,2022_07_31,2,123,2.5,-1.0,
,,,,,,,,,,-1.0,6151,Kepler-110,26751563,17,Kepler,2022_07_31,9,123,2.5,-1.0,
5587.0,5590.0,1258379.0,1258385.0,973.8920647027992,973.8961513790492,2.12989709424128,0.09626615904113199,0.006899379991174,0.004086676250154,0.9334741276387508,44061,Kepler-110,26751563,10,Kepler,2022_07_31,2,123,2.5,0.0,
,,,,,,,,,,-1.0,34812,Kepler-166,26814955,14,Kepler,2022_07_31,2,125,2.5,-1.0,
,,,,,,,,,,-1.0,44150,Kepler-166,26814955,14,Kepler,2022_07_31,2,123,2.5,-1.0,
,,,,,,,,,,-1.0,46806,Kepler-166,26814955,13,Kepler,2022_07_31,3,123,2.5,-1.0,
,,,,,,,,,,-1.0,42289,Kepler-166,26814955,13,Kepler,2022_07_31,3,123,2.5,-1.0,
,,,,,,,,,,-1.0,39121,Kepler-166,26814955,13,Kepler,2022_07_31,3,123,2.5,-1.0,
,,,,,,,,,,-1.0,43978,Kepler-166,26814955,10,Kepler,2022_07_31,4,123,2.5,-1.0,
,,,,,,,,,,-1.0,45006,Kepler-166,26814955,10,Kepler,2022_07_31,4,123,2.5,-1.0,
488.0,497.0,1792219.0,1792228.0,1337.50114434735,1337.50727434572,7.176053103225597,0.19458756145982808,0.021665883773115003,0.006129998371761999,0.3949249454985061,49958,Kepler-166,26814955,14,Kepler,2022_07_31,2,123,2.5,0.0,
5587.0,5590.0,1258379.0,1258385.0,973.8920495778881,973.896136256233,6.175955465717468,0.313988420245557,0.019660834120531996,0.004086678345629,0.412830209443947,44061,Kepler-166,26814955,10,Kepler,2022_07_31,4,123,2.5,0.0,
,,,,,,,,,,-1.0,32600,Kepler-432,26817004,17,Kepler,2022_07_31,2,123,2.5,-1.0,
,,,,,,,,,,-1.0,6151,Kepler-432,26817004,17,Kepler,2022_07_31,2,123,2.5,-1.0,
,,,,,,,,,,-1.0,7622,Kepler-432,26817004,16,Kepler,2022_07_31,3,123,2.5,-1.0,
,,,,,,,,,,-1.0,52752,Kepler-432,26817004,16,Kepler,2022_07_31,3,123,2.5,-1.0,
,,,,,,,,,,-1.0,46462,Kepler-432,26817004,16,Kepler,2022_07_31,3,123,2.5,-1.0,
,,,,,,,,,,-1.0,44875,Kepler-432,26817004,15,Kepler,2022_07_31,4,123,2.5,-1.0,
,,,,,,,,,,-1.0,35656,Kepler-432,26817004,15,Kepler,2022_07_31,4,123,2.5,-1.0,
,,,,,,,,,,-1.0,51070,Kepler-432,26817004,15,Kepler,2022_07_31,4,123,2.5,-1.0,
,,,,,,,,,,-1.0,46806,Kepler-432,26817004,13,Kepler,2022_07_31,5,123,2.5,-1.0,
,,,,,,,,,,-1.0,42289,Kepler-432,26817004,13,Kepler,2022_07_31,5,123,2.5,-1.0,
